"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","X","X.1","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_NoSewa","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","LotShape_Code","ExteriorCondition_Code","BasementCondition_Code","KitchenQuality_Code","PavedDrive_Code"
"272",795,10832,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,1994,"TA","TA",712,"Y",0,1895,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,46,10,2008,194500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"273",801,12798,3,"HLS","AllPub","Inside","Mod","1Fam",6,5,1997,"TA","TA",616,"Y",0,1688,2,1,4,"Gd",1,0,"Attchd",2,"Y",0,114,5,2008,200000,NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"274",806,12274,3,"Lvl","AllPub","FR2","Gtl","1Fam",7,5,2008,"TA","TA",1417,"Y",0,1428,2,0,3,"Ex",1,0,"Attchd",2,"Y",0,60,7,2008,227680,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"275",817,11425,3,"Lvl","AllPub","Corner","Gtl","1Fam",5,6,1954,"TA","TA",1008,"Y",0,1008,1,0,2,"TA",1,1,"Attchd",1,"Y",0,0,7,2006,137000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"276",818,13265,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",8,5,2002,"TA","TA",1568,"Y",0,1689,2,0,3,"Gd",1,2,"Attchd",3,"Y",0,59,7,2008,271000,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"277",820,6371,3,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2009,"TA","TA",1358,"Y",0,1358,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,35,6,2010,224000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"278",821,7226,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,2003,"TA","TA",798,"Y",0,1640,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,45,6,2008,183000,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"279",823,12394,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,2003,"TA","TA",847,"Y",0,1733,2,1,3,"Gd",1,1,"BuiltIn",2,"Y",0,48,10,2007,225000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"280",828,8529,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2001,"TA","TA",1454,"Y",0,1434,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,39,4,2009,189000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"281",831,11900,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,5,1957,"TA","TA",1392,"Y",0,1392,1,1,3,"TA",1,2,"Attchd",2,"Y",0,0,6,2008,166000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"282",833,9548,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,6,2003,"TA","TA",941,"Y",0,1829,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,39,1,2010,237000,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"283",841,12155,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,8,1925,"TA","TA",672,"N",0,1482,2,0,4,"Fa",1,0,"Detchd",1,"P",0,0,3,2008,140000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,4,2
"284",845,12665,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1915,"TA","TA",876,"Y",0,1416,1,1,4,"TA",1,1,"Detchd",3,"Y",0,0,6,2008,153900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"285",846,16647,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,5,1975,"TA","TA",1390,"Y",0,1701,2,0,3,"TA",1,2,"Basment",2,"Y",0,0,1,2007,171000,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,2,2,3,1
"286",848,15523,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,6,1972,"TA","TA",864,"Y",0,864,1,0,3,"TA",1,1,"Attchd",1,"Y",0,0,8,2009,133500,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"287",854,12095,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,6,1964,"Gd","TA",1127,"Y",0,1445,1,1,3,"TA",1,1,"Attchd",2,"Y",0,0,8,2009,158000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,3,1
"288",856,6897,3,"Lvl","AllPub","Corner","Gtl","1Fam",5,8,1962,"Gd","TA",1040,"Y",0,1040,1,1,3,"TA",1,0,"Detchd",1,"Y",0,104,4,2010,127000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,1
"289",857,10970,3,"Low","AllPub","Inside","Mod","1Fam",6,6,1978,"TA","Gd",940,"Y",0,1026,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,10,2008,147000,NA,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NA,2,1,3,1
"290",860,11029,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1968,"TA","TA",1054,"Y",0,2654,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,65,8,2006,250000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"291",866,8750,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1970,"TA","TA",1002,"Y",0,1002,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,8,2009,148500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"292",867,10656,3,"HLS","AllPub","Inside","Gtl","1Fam",8,5,2006,"TA","TA",1638,"Y",0,1646,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,80,11,2007,248900,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"293",879,11782,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1961,"TA","TA",1109,"Y",0,1155,1,0,3,"Gd",1,0,"Detchd",2,"Y",0,0,6,2010,148000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,2,1
"294",880,7000,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,8,1978,"Gd","TA",864,"Y",0,864,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,7,2009,136500,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,3,1
"295",882,13758,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,1990,"Gd","TA",1156,"Y",0,1717,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,36,4,2007,187500,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,2,1
"296",883,9636,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,5,1992,"TA","TA",808,"Y",0,1593,2,1,3,"TA",1,1,"BuiltIn",2,"Y",0,40,12,2009,178000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,3,1
"297",886,5119,3,"Lvl","AllPub","CulDSac","Gtl","TwnhsE",9,5,1999,"TA","TA",1698,"Y",0,1709,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,65,1,2008,328900,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"298",888,16466,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1955,"Gd","TA",816,"Y",0,1393,1,1,3,"TA",1,0,"Attchd",1,"Y",0,0,4,2008,135500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,3,1
"299",889,15865,3,"Lvl","AllPub","Inside","Mod","1Fam",8,6,1970,"Gd","Gd",2217,"Y",0,2217,2,0,4,"Gd",1,1,"Attchd",2,"Y",0,207,10,2007,268000,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,1,1,2,1
"300",899,12919,3,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2009,"TA","TA",2330,"Y",0,2364,2,1,2,"Ex",1,2,"Attchd",3,"Y",0,67,3,2010,611657,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"301",901,7340,3,"Lvl","AllPub","Inside","Gtl","1Fam",4,6,1971,"TA","TA",858,"Y",0,858,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,6,2007,110000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"302",902,8712,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1957,"Gd","TA",992,"Y",0,1306,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,5,2009,153000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,1
"303",904,14859,3,"HLS","AllPub","CulDSac","Gtl","1Fam",7,5,2006,"TA","TA",1670,"Y",0,1670,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,60,8,2006,240000,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"304",905,6173,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1967,"TA","TA",876,"Y",0,902,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,8,2007,125500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"305",907,13501,3,"Lvl","AllPub","Corner","Gtl","1Fam",8,5,2006,"TA","TA",1623,"Y",0,1636,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,60,6,2007,255000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"306",908,11500,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,7,1936,"TA","TA",1017,"Y",0,2057,1,1,3,"Gd",1,1,"Attchd",1,"Y",0,0,6,2006,250000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"307",909,8885,3,"Low","AllPub","Inside","Mod","1Fam",5,5,1983,"TA","TA",864,"Y",0,902,1,0,2,"TA",1,0,"Attchd",2,"Y",0,0,6,2006,131000,NA,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"308",912,9286,3,"Lvl","AllPub","CulDSac","Mod","1Fam",5,7,1977,"TA","Gd",1268,"Y",0,1268,1,1,3,"Gd",1,0,"Detchd",1,"Y",0,0,10,2009,143500,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,2,1,2,1
"309",919,13125,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,1991,"TA","TA",1104,"Y",0,2127,2,1,4,"Gd",1,1,"Attchd",3,"Y",0,192,11,2007,238000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"310",920,11029,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,8,1958,"TA","TA",1184,"Y",0,1414,1,0,3,"TA",1,1,"Attchd",2,"Y",0,51,5,2008,176500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"311",921,8462,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1994,"Gd","Gd",928,"Y",0,1721,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,87,7,2007,201000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,1,2,1
"312",926,15611,3,"Lvl","AllPub","Corner","Gtl","1Fam",5,6,1977,"TA","TA",1126,"Y",0,1126,2,0,3,"Ex",1,0,"Attchd",2,"Y",0,0,3,2008,175000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"313",930,13006,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,1997,"TA","TA",964,"Y",0,2236,2,1,4,"Gd",1,1,"BuiltIn",2,"Y",0,0,11,2006,222000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"314",931,8925,3,"HLS","AllPub","Inside","Gtl","1Fam",8,5,2007,"TA","TA",1466,"Y",0,1466,2,0,3,"Gd",1,0,"Attchd",3,"Y",0,18,7,2009,201000,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"315",933,11670,3,"Lvl","AllPub","Corner","Gtl","1Fam",9,5,2006,"TA","Gd",1905,"Y",0,1905,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,191,3,2007,320000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,1,1,1
"316",936,5825,3,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1926,"Gd","TA",600,"Y",0,747,1,0,1,"TA",1,0,"Detchd",2,"Y",0,0,6,2006,79900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,1
"317",941,12640,3,"Lvl","AllPub","Inside","Gtl","Duplex",6,5,1976,"TA","TA",1728,"Y",0,1728,2,0,4,"TA",2,0,"Attchd",2,"Y",0,0,7,2006,150900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NA,2,2,3,1
"318",942,8755,3,"Lvl","AllPub","FR2","Gtl","1Fam",7,5,1999,"TA","TA",992,"Y",0,2060,2,1,3,"Gd",1,1,"BuiltIn",2,"Y",0,0,6,2009,214000,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"319",943,7711,3,"Lvl","AllPub","Inside","Gtl","Duplex",4,3,1977,"TA","TA",1440,"Y",0,1440,2,0,4,"TA",2,0,"Attchd",0,"N",0,0,8,2007,150000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NA,2,2,3,3
"320",945,14375,3,"Lvl","NoSeWa","CulDSac","Gtl","1Fam",6,6,1958,"TA","TA",819,"Y",0,1344,1,0,3,"Gd",1,1,"Basment",2,"Y",0,118,1,2009,137500,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,2,2,2,1
"321",949,14006,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2002,"TA","TA",936,"Y",0,1776,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,96,2,2006,192500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"322",954,11075,3,"Lvl","AllPub","Inside","Mod","1Fam",5,4,1969,"TA","TA",784,"Y",0,1968,2,1,4,"TA",1,1,"Attchd",2,"Y",0,189,9,2008,172000,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"323",955,9400,3,"Lvl","AllPub","CulDSac","Gtl","Duplex",6,5,1975,"TA","Gd",945,"Y",0,980,2,0,4,"TA",0,0,"Attchd",0,"Y",0,0,10,2006,127500,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,NA,2,1,3,1
"324",956,7136,3,"HLS","AllPub","Inside","Gtl","Duplex",6,6,1946,"TA","TA",979,"N",0,1958,2,0,4,"TA",2,0,"Attchd",2,"Y",0,0,8,2007,145000,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,2,2,3,1
"325",961,7207,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1958,"Gd","TA",858,"Y",0,858,1,0,2,"TA",1,0,"Attchd",0,"Y",0,0,2,2010,116500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,3,1
"326",962,12227,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1977,"Gd","Gd",1330,"Y",0,2872,2,1,4,"TA",1,1,"Attchd",2,"Y",0,282,7,2008,272000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,1,3,1
"327",964,11923,3,"Lvl","AllPub","Corner","Gtl","1Fam",9,5,2007,"TA","TA",1800,"Y",0,1800,2,0,2,"Ex",1,0,"Attchd",2,"Y",0,136,5,2009,239000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"328",967,9600,3,"HLS","AllPub","Inside","Gtl","1Fam",5,7,1940,"Gd","Fa",728,"Y",0,1308,1,1,2,"TA",1,2,"Detchd",1,"Y",0,70,6,2009,160000,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,3,3,1
"329",968,7390,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1955,"TA","TA",1098,"Y",0,1098,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,7,2008,135000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"330",975,11414,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,8,1910,"Gd","TA",728,"N",0,2019,1,0,3,"Gd",1,0,"Detchd",2,"Y",0,135,10,2009,167500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,2,2,1
"331",977,5900,3,"Bnk","AllPub","Inside","Gtl","1Fam",4,7,1923,"TA","TA",440,"Y",0,869,1,0,2,"Fa",1,0,"Attchd",0,"Y",0,0,8,2006,85500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,4,1
"332",978,4274,3,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2006,"TA","TA",1241,"Y",0,1241,1,1,1,"Gd",1,0,"Attchd",2,"Y",0,116,11,2007,199900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"333",981,12122,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,9,1961,"TA","TA",944,"Y",0,999,1,0,3,"Ex",1,0,"Attchd",2,"Y",0,76,7,2008,178400,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"334",982,12203,3,"Lvl","AllPub","Corner","Gtl","1Fam",8,5,1998,"TA","TA",1225,"Y",0,2612,2,1,4,"Gd",1,1,"Attchd",3,"Y",0,0,7,2009,336000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"335",988,10159,3,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2009,"TA","TA",1930,"Y",0,1940,2,1,3,"Ex",1,1,"Attchd",3,"Y",0,95,4,2010,395192,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"336",989,12046,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1976,"TA","TA",848,"Y",0,2030,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,224,6,2007,195000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"337",996,4712,3,"Lvl","AllPub","Inside","Mod","1Fam",4,7,1946,"TA","TA",747,"Y",0,1230,1,1,3,"TA",1,0,"Detchd",1,"Y",0,57,8,2006,121600,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"338",997,10659,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1961,"TA","TA",1050,"Y",0,1050,1,0,3,"TA",1,0,"Attchd",1,"Y",0,319,1,2006,136500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"339",998,11717,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1970,"TA","TA",1442,"Y",0,1442,2,0,2,"TA",1,1,"Attchd",2,"Y",0,0,2,2009,185000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"340",1003,11957,3,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2006,"TA","TA",1574,"Y",0,1574,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,104,7,2008,232000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"341",1004,11500,3,"Lvl","AllPub","Corner","Gtl","Duplex",5,6,1976,"TA","TA",1680,"Y",0,1680,2,0,4,"TA",2,0,"Detchd",2,"Y",0,0,6,2007,136905,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,2,2,3,1
"342",1009,12118,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,2004,"TA","TA",1710,"Y",0,1710,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,48,4,2009,240000,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"343",1018,5814,3,"Lvl","AllPub","CulDSac","Gtl","TwnhsE",8,5,1984,"TA","TA",1220,"Y",0,1360,1,0,1,"Gd",1,1,"Attchd",2,"Y",0,0,8,2009,187500,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"344",1019,10784,3,"Lvl","AllPub","FR2","Gtl","1Fam",7,5,1991,"TA","TA",384,"Y",0,1472,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,0,5,2007,160000,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"345",1025,15498,3,"Lvl","AllPub","Corner","Gtl","1Fam",8,6,1976,"TA","TA",1565,"Y",0,2898,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,72,5,2008,287000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"346",1028,9520,3,"HLS","AllPub","Inside","Gtl","1Fam",8,5,2007,"TA","TA",1638,"Y",0,1646,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,44,4,2008,293077,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"347",1033,14541,3,"Lvl","AllPub","Corner","Gtl","1Fam",8,7,1993,"Gd","Gd",1338,"Y",0,2520,2,1,5,"Gd",1,1,"Attchd",3,"Y",0,55,11,2006,310000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,1,2,1
"348",1036,11500,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",4,3,1957,"Gd","NB",0,"N",0,845,1,0,3,"TA",1,0,"Detchd",1,"N",0,0,1,2009,84000,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,4,3,3
"349",1037,12898,3,"HLS","AllPub","Inside","Gtl","1Fam",9,5,2007,"TA","TA",1620,"Y",0,1620,2,0,2,"Ex",1,1,"Attchd",3,"Y",0,0,9,2009,315500,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"350",1043,5381,3,"Lvl","AllPub","Inside","Gtl","Twnhs",6,5,2005,"TA","TA",1306,"Y",0,1306,2,0,1,"Gd",1,1,"Attchd",2,"Y",0,63,8,2009,196000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,2,2,2,1
"351",1046,13680,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",3,5,1955,"TA","NB",0,"Y",0,1733,2,0,4,"TA",1,1,"Attchd",2,"Y",0,0,6,2009,139600,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,4,3,1
"352",1047,16056,3,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2005,"TA","TA",1992,"Y",0,2868,3,1,4,"Ex",1,1,"BuiltIn",3,"Y",0,108,7,2006,556581,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,1,1
"353",1051,8993,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2007,"TA","TA",1302,"Y",0,1302,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,22,8,2007,176485,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"354",1052,11175,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,2007,"TA","TA",1316,"Y",0,1316,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,20,10,2007,200141,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"355",1057,7052,3,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2005,"TA","TA",1364,"Y",0,1364,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,36,6,2006,185850,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"356",1059,11308,3,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2008,"TA","TA",1104,"Y",0,2184,2,1,3,"Ex",1,1,"Attchd",3,"Y",0,102,7,2009,335000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"357",1060,11275,3,"HLS","AllPub","Corner","Mod","1Fam",6,7,1932,"TA","TA",854,"Y",0,1991,1,1,3,"TA",1,1,"Detchd",2,"Y",0,0,3,2007,220000,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
